,Month,Municipality,Offence group and specifier for criminal act,Information,value
5292,2023M09,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),89.0
5293,2023M09,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),21.0
5294,2023M09,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5295,2023M09,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5296,2023M09,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),19.0
5297,2023M09,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),5.0
5298,2023M09,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5299,2023M09,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),60.0
5300,2023M09,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),98.0
5301,2023M09,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),26.0
5302,2023M09,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),17.0
5303,2023M09,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),14.0
5304,2023M09,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),3.0
5305,2023M09,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),38.0
5306,2023M09,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),118.0
5307,2023M09,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),41.0
5308,2023M09,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),84.0
5309,2023M09,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),77.0
5310,2023M10,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),714.0
5311,2023M10,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),49.0
5312,2023M10,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),30.0
5313,2023M10,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),25.0
5314,2023M10,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),3.0
5315,2023M10,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5316,2023M10,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5317,2023M10,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),2.0
5318,2023M10,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5319,2023M10,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5320,2023M10,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),16.0
5321,2023M10,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),160.0
5322,2023M10,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),121.0
5323,2023M10,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),22.0
5324,2023M10,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5325,2023M10,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5326,2023M10,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),15.0
5327,2023M10,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),2.0
5328,2023M10,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5329,2023M10,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),44.0
5330,2023M10,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),122.0
5331,2023M10,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),40.0
5332,2023M10,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),14.0
5333,2023M10,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),12.0
5334,2023M10,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),5.0
5335,2023M10,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),50.0
5336,2023M10,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),160.0
5337,2023M10,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),84.0
5338,2023M10,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),64.0
5339,2023M10,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),58.0
5340,2023M11,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),622.0
5341,2023M11,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),60.0
5342,2023M11,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),30.0
5343,2023M11,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),24.0
5344,2023M11,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),5.0
5345,2023M11,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5346,2023M11,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5347,2023M11,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),1.0
5348,2023M11,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5349,2023M11,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5350,2023M11,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),11.0
5351,2023M11,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),122.0
5352,2023M11,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),92.0
5353,2023M11,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),19.0
5354,2023M11,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5355,2023M11,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5356,2023M11,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),8.0
5357,2023M11,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),3.0
5358,2023M11,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5359,2023M11,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),32.0
5360,2023M11,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),96.0
5361,2023M11,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),25.0
5362,2023M11,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),17.0
5363,2023M11,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),12.0
5364,2023M11,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),1.0
5365,2023M11,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),69.0
5366,2023M11,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),136.0
5367,2023M11,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),47.0
5368,2023M11,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),48.0
5369,2023M11,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),36.0
5370,2023M12,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),554.0
5371,2023M12,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),34.0
5372,2023M12,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),16.0
5373,2023M12,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),14.0
5374,2023M12,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),2.0
5375,2023M12,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
5376,2023M12,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
5377,2023M12,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),0.0
5378,2023M12,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
5379,2023M12,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
5380,2023M12,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),12.0
5381,2023M12,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),115.0
5382,2023M12,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),95.0
5383,2023M12,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),9.0
5384,2023M12,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),0.0
5385,2023M12,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),0.0
5386,2023M12,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),7.0
5387,2023M12,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),4.0
5388,2023M12,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),0.0
5389,2023M12,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),27.0
5390,2023M12,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),86.0
5391,2023M12,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),14.0
5392,2023M12,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),12.0
5393,2023M12,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),9.0
5394,2023M12,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),4.0
5395,2023M12,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),31.0
5396,2023M12,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),148.0
5397,2023M12,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),80.0
5398,2023M12,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),69.0
5399,2023M12,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),63.0
5400,2024M01,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),680.0
5401,2024M01,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),114.0
5402,2024M01,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),35.0
